sampleId	popId	site	country	region	groupLabel	groupAge	flag	shapeA	colorA	latitude	longitude	callset	dataSource	age14C	ageHigh	ageLow	ageAverage	datingSource	coverage	sex	hgMT	gpAvg	ageRaw	clusterId	clusterIBDGlobal	clusterIBDFine
HG03792	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03861	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03862	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03863	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03864	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03866	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03867	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03868	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03869	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03870	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03871	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03872	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03873	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03874	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03875	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03882	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03960	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03963	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03965	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03967	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03968	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03969	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03971	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03973	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03974	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03976	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03977	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03978	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04001	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04002	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04014	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04015	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04017	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04018	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04019	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04020	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04022	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04023	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04025	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04026	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04054	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04056	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04059	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04060	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04061	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04062	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04063	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04070	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04076	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04080	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04090	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04093	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04094	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04096	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04098	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04118	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04198	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04200	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04202	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04206	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04209	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04211	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04212	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04214	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04216	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG04219	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04222	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04225	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04235	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04238	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG04239	ITU	NA	India	SouthAsia	ITU	Modern	0	12	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03642	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03643	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03644	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03645	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03646	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03672	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03673	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03679	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03680	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03681	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03684	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03685	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03686	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03687	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03689	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03690	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03691	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03692	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03693	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03694	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03695	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03696	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03697	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03698	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03711	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03733	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03736	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03738	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03740	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03741	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03743	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03744	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03745	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03746	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03750	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03752	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03753	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03754	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03755	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03756	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03757	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03760	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03836	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03837	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03838	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03844	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03846	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03848	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03849	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03850	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03851	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03854	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03856	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03857	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03858	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03884	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03885	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03886	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03887	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03888	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03890	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03894	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03895	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03896	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03897	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03898	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03899	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03900	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03943	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03944	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03945	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03947	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03949	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03950	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03951	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03953	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03955	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03985	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
HG03986	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03989	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XX	NA	NA	NA	NA	NA	NA
HG03990	STU	NA	India	SouthAsia	STU	Modern	0	13	NA	NA	NA	sg.diploid	1000g	NA	NA	NA	NA	NA	NA	XY	NA	NA	NA	NA	NA	NA
